
LOG start: 2018-03-08 08:40:02

Протокол :   Локальный IP             :Порт	     Внешний IP	      :Порт	:SVC/TYPE	            Данные

Logging started [2018-03-08 08:40:02]
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC....iV.Ua!Fn..#6.nr.............(..k......_]B.....`....E.[$.Ey........~...'..X*...].ki.:K.T....?2......Ixi..........@.[..04..C.B.o.k.)J.......#Q../...!..8I.=..#L.(P...].k.U...84d...X..kZ.I..>#}Rb.. .Z/....2..j.z...1....?...H8.....q...8).XZ.R...HD{...07.n.h.L..b...........h.......^l.h...a.B..{OR.M..w{.. .!........E..."I..bf..M.A.2.s..J.L.......q...wp..@5"B=6w..bfiV......4.('DV......f..H.zD.<...R...).\..*..Bt.|O{..h.....r....b..... m..O.!C.Y....>.....)7.K@..D.L!!XY..nNp."Z\...b...7]H.ECt...t..~.~...>..x.............v.......j...... ....u...|w..&...2..........j..oM;s..jx.&y.P..{N.A....U.i..}...oB..x].2....M2
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&,OD..9.A|......dRc.td@..3..z:.F..vJ....?.....8IcY..m;..SH.....LM............[.......yb.Ws.Wt..n..1.......(.w.C...@.AQ...1...!....$.....5h(s...C..4..p.tE..N......e.8`S.6K...b@.H......-...yM..M.S.ds..\.}...s..S...R/a=._....y.RQSv.2gy.T...c"W.O.V....?P...!\../..B.......V..M .m.8...a....9.k.... <.1.........U.:...!..*.......=.'.......d..a..:.9@r.P~...i..V..0.^.........[......l{..../..'......q.e....B.....h$...?w.%O..v...-.q1....G.....kY.?....9C.. .......&E...e..Y..{...3.......sj[|.xk...#...0.............~oF...(.I..@.I....$.FY_.....Co0.,....#&KG'W'(XNm....3......`.>T...0...9._p..Y...).)...3.wg.W...~Q..P[3...gX{..,...6,M....[..MV......_q.iNo.x...w._..g.=..+.U....K`.}..n('Z~.i....sA|j..wl6.u8A;............$....O.<?.U.*...|.Iai.n.(O.........*....B.d.......#.kJ.O0..A..q.n..B..).;zP.n..'..e...4._.V=i....{....t|n+.d...V.....C....4L...SY.H)Ki...o...:y._o...(i..?Q.}......Vt......PXdU....r..ez.6.*......>.@+$....=.._5Pu{..(9...A.....?.`.9...$.r.~<!SNIPPED!>
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&-.LO..w.%.pN*. .......;.........d!........o.l....8.3k.9.g....3.g;|(..../R..B.....$....L.i.yZ.......t....;i*xPK.a..T.....D1...C..9.,.....BA7..\\||.fj.....g.US....B....tFz....i.".@.`0r....M.W.hK.r=..Y.sc.o....}@<..>....Q.A.....Y.T...$....b.P;.5t....r....J...R....V...A.M.......c...yjn.......C........9..........7q;.y......-.W....Zf.....u..w....DL.D;)K.....O,s........m...K...:.......c.(.6.....C~..t. 1@.......).pw..*v...f./..t.......i......\s.z9u8.U.0.....D-5@YM...S.*.B.... )...K.s4\.eC...s.?..d..8^..'..z.....f=.eF.....r..N.d"..U.e\*.. ..".^.....;T...pO..K....T....`.E.......u|.m.. .[..O.....yI..~...?......Q..i..,.-.k-.q.US)........l&..~....T,......f.....mX..8...F|i.S......Y.Z.).!..O.._.\..jw....).._..TF.8._..c..0...N:...8_......IPo...w..........M...."^<.Up.E"......y..>L..}z........&|....S....k..7.`.Z7..k.....y....gK:.!q...1....z....f..p.S+A^.....xA(.....!...k...K....As.....t.QArm.%.....c.J:....<<...........??..P...<E.)..a..k..8....ec^..<!SNIPPED!>
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&..\...z....".n>i..Y...o.n.F...H....{R+.].rj.........[..S.@K #..p.-.WD.m.k.B1.........ff.....e....m..ql.4:&v>6.z....~........b....;0G......j.E'....*_.....o...'......T.N.....\`.y y.]...........W..d<Q..5:.|.]M......e...k....w"....H.:_%....D.Q.....Vy..]|P.....?h..{z Y!^..".....4`.T....Zp...{..i.L.E.h...>E.........;`.....i..$I.w....M.b.[.`,....x.... ..j`...H......[.j.}....;r...3.=X..M]... ...r.m...i..u.L.;.{S...~.............$;.....i...B...~k...y..F....)g...UV.Y9..C0...M.I,..n...2..]{...2.x......'.tN9..*U..,M}...;....lTxI.|.....{;.XZ...=.q.........I....f<M..;.8N...}..X....#...)U.wLW.8j..n.......].N...........Fe.....<.M1=...\|..F@.<..8.E.vA.9.t.-l..@.e.......n.n-...w....U.Y...U..Q1....-7...$nt..F,,...<.. .E......1#jy......Z....t....g..g...a..[...+M....|...O,9....(5.Y....I.....rOgv....6.I.1j..Cw.....J...ono......~.....{.........{..0..Z....v...^.O..Q^.F./.u.0QzH44....(.B..e[..%X#.....I....:#...5.....:..}.!.....<.{G@...1\M...1b...<..u..'y..W<!SNIPPED!>
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&/.Ks7.fK..[.n..V...*v...4FK..I.o0.i1x..S..O.......<....8i.....C.LG..%.....j.o2.{....Pz..HNBY.L....+............g7].#..6..Dk....w.....%.1........,M.....HdX...4]sP ...............(...q.V..&.;.....N.v....y..R..... ...{.....j.T./.....b.P.....j;R1...QJ...#...s...2...rW..Z......F#..~.....4K.?...b..Sw.~).g..6...f5.oTf,9......!... .......Od.0.l.j&..1..~.n..^...i.(....M..m.u.R.9.S.vh.......e'(.~s"..p...mz%..........T......8........A..Ya...QK...)....j..I.....fj...HF.........A..+.].F[e.....`..#Y..4...l6<sP..*0.$.._...:....[...paF!'......Lh......T.~p....TX.rw.O..JUzt\..2.L.u...h.#.B..3..g.t.............i..........66..O.8qE...i..a.........~..X...kOcp>........L.d..?g.t.`..jQ...O].....b.R..Lc.X.H..2.....0..+F...Hho......0y[.,..g.0...f.?..6...O.F.k..._...VD...._.!H[....!....US.U...N.$.6<1....&.R......L.......[[.t.....=...jF.iy....v....v..c.,h.?._..O`....F+.(..RE..q.i..K^}..P....Ip.5..,........=Y.7.3.#.!..|:<..m.~.._$.........e...Y.$...J+D..\3..<!SNIPPED!>
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&06...8....X.`H.%._m)......<.SZ.J.9........p.`Q.....O-.U...^..3.*.j.J.d....S.9..X..bg.W...U?..........[.3...Q@..i:.X..w...!....#".....a.. ...G./9%.e..G..N),.q...].nb".6+...@.........+..^..0"..Rr&...Gg...S...b..~....T...q}...f...@.5...M.'.1N~...N(@..Z.h..HN2...."...'...nR.cyU.:..C.#.....NK.....% #f../..@ei. .t.=.#3c.....b..ddbG...IG..99D..zY....}.4...{bV.p.:iY..b..&..Q........mue...$2...~...|.......[r7..".U.....@......].._.W0..c....>....e.$q?.4{I.4.....Z7[........w.C..b.......KJ.......S.4..[-.....hY).K 3..Q<...D.yo5.K.l....h5.7d.~......#. B....>fH.h.$..c....md.....s..A..._..q`Hq.-.j.Yi.M..7.C..dkk..Ey.9/.n$vh...<..".VT,......L?-08..1........G....dP|."._\...B......]..6...-KY..1Dyc....)m-......l......d....h-&.w.U.)....Q.U.D.,...../..6...d.Aw+>N...A/..........J..|...9.?.J...l.K.C..z..[.vkG=!..Bh...,.._'i.M+M...G4n7...r4.e'.c.....T.d..x;d..'QE. ...y..aM.&.Z"hc.o.Q..}9..(...U.[.A......TG...._...c.7..Y....Rv,.twD.........2|.....|0..P~..u0<!SNIPPED!>
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC....Q.$z..<]n..CA.Y.M.t.......8.J.&.
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&1.......]n!.......n....\pE.[....N.KL3......... f.......u...X.q4....vC..[.(?eb.....$.F..G....\]U.s..M,...-.x]....H`.MC.+.......8}.)N..~Ib7.....5..Pd..U....D...$(z...F..P.(....-.A.."..'........sJ'(^..GpP..qr.....O...u..L.6...j....bu....z....R...rj....~...4w.hus.....-.sw.........".3.....e..x.:........I.xX...s.'%:1.g.d...Ru.%....d...!.r*......|..?./8k..{X..r....].......W..J..'....?...%q."%".&..{..Y..(Qc..A.-....E...n%.V.FK2.......>..".h.}C... ...Z......F..P...lA.XR.4>H.Y...`5..9H.wxoj.I..R0..7..u.Dw%~.\?. .s..F.../.K9.4|.Dq.~#EB....n.9.1..{..q:.p*.....BT._.q..t.G(.......}.^.H-...~.....e...>.p.Y...&I:.x..V...Y+@.N+....H6*...}........wh.m..`...F...._..;.......(.'b.nv.G...*....L6./,;.........(..z.."..F?....>ex.........c.x..........B...Tx."[.[.....{...o..h..-....H8=V^.v....%..t77.f?....._s..g......^sr..2.-.#.j.../.p...9.id.......h..Qf...Mz.znb...x.........v...........e..D.....3.%..n.mh5X....Dg...2.Tx.d1.av.QM.X.....D..^..v..7=l.>.R....S.v.<!SNIPPED!>
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC..........T.SW...$h.d.Z.U2.w..>%.:KB
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&2......j.t.1.....#,.y.'D...................Z..l.].q.v.cef..3........L!./;....=..U,...7ED.m...YK?.....5h,C'.Q...eJ....I...\.s.L. .......<.k...AY7......[10...da.......*.$wt~.....$.f....5e....7...I....7..V.~...|....:.U.0v .W%...d..]NK........~........}=.7.b...9V.o...Ja.......c..............h!......._..Ti.-:.....-.......Nq.l,...r.....7G..e.`..+@.....\Z....q4...V}..^k.....c.nT._..^(...~.nrk.q....O..(w...f..,..go...&.\..F...?.6].4..N.+.....Pl.........t......z.t.<.x....b..+..:}..N.......>.......2.../|.._$.M.v..D.I2..!G.55...R...f.......{g......:.......f.....Ks...........`.@..X.%.......(..x2~.-....]#9i<......A.A......ta...|A5....[......(%...9..."o...ViGhk.(.......6k.C...G......6../..w..4*..*.B'.....0.yy7...R....c1.N..6..%....e.Y.M...'.....Z.x...4....h=.c..|...5....r4.pRDum......>....Kf."H!;..D......i...L].....Gg........<.....{.Q...>.z.....f..QdM..rR.c=...7.~A$...c..y....y[..EY3..h.&@.X.N.P..C...:.....R...8..+...8.3.. s. ..z...@....X)6..<!SNIPPED!>
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC........eq..f...fX.j$V(ea.}?.f\...2{
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&3....^......T.....mp.. |>.8Y......j2>.-Mj.e.....v...=.(..._.\n.a<...A.=.+M.<.;.a.9..BLn2.>.../iC..O.N.{..TU-...:...`.!...].\..I..../=...jmu...R.....p`.p..,.....f..D.p.)v..<Lt....P[.....l.>BVO...*f.s.w..5...#././.....I5u9P.ArL..[db.^.....[..........K7a....Ty]-0|..>?D..../.E!...W..)...xl.^...AR.,.W...]X.J...6..`^@f....p=....mW.7.e#.(....1..<`Yl}....8.Q....U.6...{....\..4..m1...e...k....!h....s.Z.g j..5.W.....Z.>.4~.Y...<.NG..O^..%......+.q\..TX3..6;.L...ee*...(..v@...h..:......._.6.|e.....\..0L.3..T...e.....(..Z.!......C$E....B.l...|.6..v.(........t..L....q....h./r.....x..G......lU"....X...#|5.......H...{...g.}'..4M..B.]/G..L.Dr...o.!.......p.h |"4.C.....9J.Y..Q<..y.-....'Nz.B.....+..t.....B=P. ..........5..5H.]....uh.|..(Zp..w.\.F.=.h..bR.,A....Q...p....e2q...d.}...l:s....(.9.}4.q....n...2.<.*.v...B|)...;,....#...dP....R0....A.k.<..K......m.u..5....lBo...y$v...9.V#..:....[.t..w..+,#?o0...T..[KEsp.Pp.N[.$gj..l.77.$i..#.lpyi}..])...<!SNIPPED!>
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC..../............I.. </...Vx..M._..x
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&4.....0....85S9..\.1J..o..*qo.7.]........D.v..x.XK;.s.E........RZ..K...*......T.>+L.....}+.@..*....Z/$....AM5h"f.H&i..@...m.C..>.0s.....K.iG..s.*..`"._L.r".....].c.......'N10.s].......c...?....L]u....g..........+&.F$ZSt........2....j.....U.........Gk<..p.......'.2KOB.........\.B...6n......q^....V.g.........MrcI...c..Y4(..-.....P_EE.L...........^.8..5...|6..9...:..].je5./G....6......6\0V[.o0iy....e:........96.$[......./=.....S......l.:..;.cr1:.Zk.5X. x..)...........J.y".%5.v.3.....T....40...4s4.a1.=.0...}.........VF..J.RAs...4EB<.x..-..Mn..K.e....s.....NH.4..!..W.........a-..2c..!.?SF>;aK.......t...t..$.u.......I..e.[V..... iR7d]E~\0oI_.....'_.....6.F$.......}.|..W...0.....I.`N...I._.O)e...!..2.f....G.k_.\....[p..K...`..h............0n..2...A..q....k.."..OQ.gJ..3......c.?.......s: |SS.nPA.....6..b..9...Q.h...O-.n...~...LO.^..........;.w....WykI...O..=b.,...\...`.u.+x.XC........W.....J...#.......... HI..K....A........t..rU..J..{..-I:<!SNIPPED!>
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC.......f.T...F..^v....+......#g.)2..
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&5ZNK.....e..Y.V.).J>8..-#n,..}.U.B@q".\.....i!."6.q.....V..Y.r....r.T6....R..~....5.......|m..`....L..5h...,f:......Kd..eP..g....iC.......#3.........{. w.@....}Ev.......\&.#...w.....#;T6%...b.6.U...4.{.7wb....`.7..]..o.Rm.Y....@%:..=.d..o.Y....fb.N.W/H.Q.../...R..x.A..B..k....]8.-.(....FQ*...:....A....+NERp...TfLNpt.N...]@...q...T...F4.......p!f..Ky.OF......=V....<L..l<.:4..*.gY.6i.....i.:..-.V..~1.v!..... ..".W.......A.w.'....Rj.....&..e.......;.........v5x..z............p..o.R..r.O..h....MvO.....g.1.TMI....~....j." a..#../.5...G..$Z..\.@n.T..........;i........i..].N..^.&......C;/.C.|..'.=.b.[..R@..+.L.....D.c...]T.c.@9......*5.`..,.c.r.j*........u9..o$.....^..'.........*|.9u...s....p...\.[\..O.Z.|.\......=v.....].e........}....-....e.x1,.+.*7~...^.2`....=...t...~f.0..S.N.5..Y..$...r..c..?Nc.H....-....LrK..(K......j.Q..Qw.J.,.v.....XG*w...s.*....T.^7......$9....t[.7I..%.".y..N..5...Q;....?....Eo...Q.....E5.....t.0S$............X.j$<!SNIPPED!>
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC......C.`."c.......A....n...2.~...A.
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&6}Mi.H.^.?...Z...)..t...{.I.......|.ok..K...._.&...;.3....<.R...-....p.V/j...F.a.,.L.`...4.RYS...=.$.F:<q.L%..S...'..0....ky......oq..j..(To.."gbf....:J....q.....t.........Ab.6....ylm.Q..S../../.m."..?.6O.~....?.........p.b...@i....8..,.90.5....Y.!.}E...'.B.93.p.d.O..(.4....n.L......Ye..,.m.....=../...Y....e~T..M....R.......u...._..T.....Y04 ..j_v....t......h.s.(..h...'..v...Mp...t..Q.z.Q.M7.....a..z..N....(....7.8...~..|....h.6.R.d..M(.<:O..et......|...v.`......~.r......tjg.;|9._n.....R Wh....G..C.4./....cqo6:.E...d......[..q..l.Gz.......$...i.<.o.`a.MN..c....CZ.....(...4.=.....o..X......!&KO...{./u..}!'?g.,...=T.....$qq..'.<....I....Q6s>...g.1.........\!..S....m...C.e.J.....PCz.m.A.4o/...........(2 .u.L......B..i...u.BZ..o..N..}....gy....9.....:.j.l.].r.@#[..V.9gX.V].}....e..CI.....G...M8.u.7>......O.......B*.......#....U".r..|..>p1a&{.....}q.....?>..^...\...........q<...m.).......C|....M.L`'.4g.cp..u.......~X..4...N...'.....TM-..S<!SNIPPED!>
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&7.+.|...Y..~......T..'G...e.......@KI..=..8..]QUR*]..g..m.1.....<..|.8......aeK.......7V*.....>..a....m....6.B.^5...L....H..k..enB7.|... h-.....S.."1...<.....2..1..%G.]e...\.1.c.A....=.L'...?s+..........vv.tx....m.......I...g/[.B......qc...SS..l{...7'%[q....W.....m~\..,2d.~...`r.b4......y.......nx.5].Ya....%XSQ..<s.W.....O...........s\}.O..Be..`. ....X.;&...J2.q.;....Fg..F...+Hg.G".*4..n...Ux..@P.Of....%M....0...f.h@(..-.-*..I.v..........|P..6.sF..|.qS...j2............oP.......,.K.0^J..........!..."...Ox.P.....K........>.r....R..q...\i ..A..*&.u9J.D...2..$..W.e....^..J..n.......0.X..W.].z'SfsVT.1... 9\.?.6...0.....7X: _...... .....4.......Ur6...........:o.....H.....TU.p.l.....V..#..G..|..D....!O.....;..5...1.H.co.!.6.e.r...7-V...9...j._$......./~....E.=.>.p.5u.l.y..fS.(..x..,f.V......%..A../4.l.p..tT8.a.f......HlA!OMX....a..........n....p*..l......!"...G .m.y..p.z... @..'b)2#.=.Q}D........l....[...M...kA.d...z5.....4.!t.Se..&.<<!SNIPPED!>
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC...........+.qM7....J'...t.xf...f...
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&8.f..2.E..I..*..>..MFM@d.O....?.).>.hT\.. n4...A...?...B.*[B...=(mvT2|.F....#`.........J3v&2....^.(i4..+...]NH8_6.....$Y.g.6.f.{.Q....H...[..hO..............4(p.N-..=\..LN{.u.,.r.].V..&.......d)?f..S94...P.O...[g.~YG7.;....O..,...O.o.S...g..Sk..$o`.Q..6...6.>z..;61..O5+...U....3S.Z..:.i.x..........j..>U....S].....K......\......i32.;..V.....f....-Zx..%[+..^9..n\.......Ink..j........A/r.......s.k..t...".K.u..8.........r;...{..1..Q.......xt.....f.eo...\v.so)..._....../.....w..... ...E}.t..p....3..qj...CV.j..X.........M^......{..J|.$3g..........^..t...i^....A..#l0..A..s.m.`..4......EJI...y.)...3.mG.{z.....0....}|gk....W....g.MO^.Sv|......3"4M.).!..J..9)......i..Y..Q...8<&4.tG;R~..].....^..........0.(..r.qZ.N...Ob...O....%...`C{]#...y..........g.^Y..w............8.Y..+=...Y...w.d...r...u.`..............N..ZC>Js...P..|.I.....>..B...<............@...|.x....s1N.,..o....E.....^#...7.7...xVqJ./....U>B.,..|.jAn....~x.X'..p...WmH.m...x..f.<!SNIPPED!>
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC.....D..,...wa...../.R...x...-..L..+
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&9..$O:5*...3...S..$..V....,..a.9J..h.O..y.C....B..D...J.......k......mm.5k...4.........R.).r.3+n....O.....q.....*F....im.j..@.......Q..b.:W:..#.....W.`.).'...S].1..`67..-.. ..8~..xz}5...L1....E..O........8.........Ia.>..{T......M/...5Uy.N..e.T.....x.mU......hy...F.+.....6`.Q)...o.VM...v.8..dM.KV...h.D...qW.c..s>...*......g..................x.4........H....p..F._........h......T.#..@S.......:..fN..1....l.u..>.:f...g.E.Z\.. J...k"(c13..W.(..4P.{..&....s..N.........R.P.2...-.....C_N.U.........;d.,?...c..... ....mZ..~....7YY...m.S.%...\.*v..0.o<@r.GA..V.-h..p".^..g.UC...a8p.....P..++.(..]........6%.U.2Ln.....BN.5...NL.aKi...s.R...n...L.kj..F.....z..[...#.Ha%..h|..h.z...-....Q.....R>A..q......7...9...V........d.c(qRwF7....1.M{..-*..z6.B.|.>B..WT.P.'i........2.?....f_........lQdF\.._...p1........0f...l.`.o..=:b.....m.V..2.&...*....~...b.y.C......D....D......*z........K... ..8.a3..s..C..Y.H.f.1m]..%...s8.vQWI.T.o'.y<0~/.....g...F..F...O..<!SNIPPED!>
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC......*....X,...R~...s.........J<...
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&:%..}..M...B.'..K+..n.]......|Y/.h<J.lwD..5..T..0...-3EJ..Ih...N(...j..q.j?......8.t^......C.-.....d.4..D.....cN._Y..&.e./..A..&.6...;Y....;+..nN+k.>...O.Ss.R...(......I..+zhQp7#.`....^5 .M&N8.M...,Kp..k..x..g.M..1.8u`....G..j......P...M..E..W.<v.../,..%C.........E.....fB^;.w..... K..............fI..D....jr.i.....~.^...._E-.W...-J.\1*.p....9...|CP...S.x@j.!n....*G...IX\.......m,.G..r...g).......3..........ecPv......0..z.rk....".8.)..7..Z....0a..d.H.".....{zE...{G...1g>....{.........@.x..Y(V..[.....v.G~..j..:..).}....gA......1w....W.h.v.3..!l.....E.*3..B.w.Qp.#...>.z....`.kt..M(.V.,........kI..NT.$._Q..$..co./......8&.X.'.#....o.....0A,....L. .UV..8H.z..H....+....T..T...>.............3GH._......+........z...c7..~D".k...W(.R.$U... q|Jut.C. ZX.QAk.h}...0..i.....f..3.Y.|9.9TEl.#....p.OR.......U.J..M..9.`:.........$E~......}!t.j|...".i-.vw..W./.(..9f..b.....;..[.B,.......<A...........HYs<I.g.....x..%U..QZ..;..6..........g?N..i..........<!SNIPPED!>
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC... .=.1.t......H.gH.^*..x.<H..{..^
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&;>?..2...{T.W...zt....:.............].....k.^1......_.W...c..j.. x...........yi....l'.B.w....q7.l..(..b...J.........4...=.;......w .....q......T.E.JKA.v......2....S.'/.F.q....../...' ...\V...|O....f.O.......h.B.P~..>Bo.".^..W,.}..%..;.~%..J....,Nh....x.!}...m..t....2J6m.C..n.@.....\...+...T'...y.GQ.4T...Zk..l..!&(.?.;.E..7 a....S.. Sg`D..'.v../...x...........ro..."...A..\....2Y`.............tI...T.>..7u.K...{..p.<.1..[8:....A...C.5be....a.=.{..d..+.Ou.y.+lG=...:3......-.......y..H........W....Js..@.0.DX...;.Im..x$..Y.^.%.|...z...I....V..u....0.x.I.}3\M.D<..;D..&.Z. ....k....i.7..F-...R/...'.@g..f....y..H....J.f.x58....0..(.D...vh.\...GP?.i.....DD`a....X}90f...x.....H.....Z....7.f....G.F..tL..........E'6.|...vE.Y...^J..]J..Vf.`{.W....LN=..s.....B..r.*P..n......Q.....(....C...5D*..:.......6.!....0.^......O.c..ml......n..^R.....5=......0...b...i...+.....;..d.}..n.-....].~.(wr...;..J2.K....H/......,....E.Q..Sx..hr...........]...6...P)<!SNIPPED!>
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC...!t..<....-g.|.f.8..9....[L...T...
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&<q......S......sW.......Q.f.o...D.....!.....d....zP.x....Y......D.-.~.z...A"... ..#..>..(g.[...b>...O.2.......&.s..<<_.....X.........z..f:..9>U2]..<.)ci.._.{\X..j......899..3wa..2....b#....;G.............dq..J0..,}.e.........Q..e..l$.....)8L......4.........5......Y... C.....9.3XTR...b.<....g.c.......Z...~I......U9pJ.S.-.*..N.T.f..ipc......j.p\....S.c...f..G;g..!..#.A.."^...X...nN7l.......Z.c%z.vu.g.#}.$....~esq...........K;4@O.v..8.{:.......@..M.2z.._..{|..l.=.+..lo..Z.........."?u.i..2>._-Bam.....Nm.g.\j.............../.k.a...#....................VL...k...ph..@.}....u.2.....Ob...w..K..+...>....1...R.^>.....UV.....^..P_..t.]......N. i.......rrkFS...l.P..............D.o$O..p..~#.._.WHDi#uVMi@7.w....3.H./.M1....+.>....j..F.....+...zx......M.P...T'{ 0jkp5.A.Yx.m.)...|.0w.....;. ......2.yF..&.....5. ...#.. v.T.*E$Ziu..=.l.....|...=V.......l..d...3{o........>...."..........$.........i^R6J.Q].k.....88F.=...A.Z.....C.....c}..4.Cr.:......X..<!SNIPPED!>
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC..."_f .y....N.t6R...ad.... -.......
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&=.w.7...gk...s.Rn....#I...0...o.L........6m.itK.,f.{..........b..iu...\ ....S{oQ..q.A.L...,......T.d..iS...$............<Y..E2..(f....s...T..P.U4..lX.E.........2.X.3w.0:..O.....@......V...7.~z.....X.".X.h..T2,5.........qj..p~G=.....A.B..W/..C.Vy.U.'..f......cOJ..R.g".}.].4..u..=...............v..R..;...=.K.2.^,/..C=..=o...37zrM7PSu.qK.Y.8..Z.h5s...............^.!....T....7@.*.3b......._.".A..n.........}L..^x........j-..._N..hG.8.....).aawq..(h.|..........1l...lK.e..l.B...a...;t.o..Y#.....W..7....V......b..=c[..uIy.f.{.....H...6.X|>x...3.0t.....QqB....VD..!/.0....Q...{[V......uav..Y.........[........s3.,.N......Y..)..l/?...G.(7..e..Ph.q....nK.^z..0.......=.l.'z.....`['.....O..........{.D..8.r....H...jk.........L......4...WO.G..........B..2...D>a.b.U%s....&.&.n.+..P..92.(..R......3..D......C}&...ac......k-../..'.?..J.odr....2..\...Du.......m.u.)J7.54..0rc.9+qDy.-.R...N.-..V.N..........-.E.G.....Y..7.....C2x..x..>Q. ..Jt.C#l.T.9H.<!SNIPPED!>
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC...#J..............Z..M}.-).......E.
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&>..3...mU........{.)...y".?E.I.H..6...;....tH8.{.[.........(b...x.y.=9mJ........F....C.- |.f.....0..!.......J...v.|...|..%N.4.V.r}.iN.(.....'`.j.k^:....Q.0....)2...........u[.l..J.Y..@..F/..'\......x.'..F^f..W.s%_AY,~.<...........8~.^...y.I...e.........O}.......c_>...............?.%},z.........7..m...r....nk......:e..........:;......f.<...x.....2.y..........0..D%.bO..[.b$....'.....^3.,.SN..k.$...c....u....VcQ..2T...K2!~nl.po.t..<...]o.r...LN.FP...{.t.[yU.......C:.BGP.I..n.y...f....<...^..i.dc.....`.()R.>.A.....a...........`P`............3n/....8gFi6}+.j..U....[.....+0...a4.:..~.6.....6...lKD..r.}.t.f....r.P...{.. k...g]...[.......p.u...^X...1............~..md>..g.....3Y....<Q2-..Nt....."s.1<....Y\..5..6.B.....8.q~..( .....ak..^.}.C..[C...^.Z.1{7z.%...j...=]W..H.Z`.[9a=]..K.....y...]....e}M@......s.@..k.d.D.....s..,.. ....8......)Lu6s.Sxh.sm'X.$Ha4-4...|...Qv.c..!.......v.].........2.......h..4.....|{bU.zP2..1.7v...".m...z....^<!SNIPPED!>
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&?.a......v.$W..rz.....fB...;..7.0.........J.,X.k.....}..EM.C......-.*....t?.......}.....@.6.8...wT.3.o]..H..{......^..C.V...s..".B:..xA.).......>.i.Q..A...rLI\.t.........W...J.t..:3..s.">......H.%.........o........:..X._....QT..[....-=(..yob..u.].[..ic...:_5.A....-mj.7*..Ub.k..y)........*.....i...c......S..O&... .Z..g].A~].%.........R..+.-[....T5.7$.)J.Q!GS...;........a..._.z.@!-.Xe...}.".N.TM...TV...D.a.Hz".[....hM......H03.1m..h....._o.#.}..r.< ...o>..*..$.....\j?T...2..;.....\.4...........b.....(..nn....O..s.o.t...pq.\.....V...t....l....{.B......t.....z/.7............+.9.T?iCD..A.ku..'..V..n-lR...JW^......'..gS....Z..P....q.a.`v.1.g!..=SR;...4_='Q.....Oz..H*.3..O....6Z.pT.y...}/meC"........C...t.e'...|u.=. ..:...p.....*{..uL.E.2.%..P.K..{...\..<x...IN,z...7~.......[."F. }$......Em.....?.1.........[...t....8qYi...%.........S.R......IY..o+AbM.(..%......-..w..{=RY..{.....h.X....9.EH....Wl#;.p...........N....%.\....4....;.@D6....<K<!SNIPPED!>
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC...$...>=..d.../.;2...E).o./hg.fF...
